Word,PonderadoApilado,Similares
salud,20.99,"['ministerio de salud', 'essalud', 'chelero ministro de salud', 'ministro de salud', 'ministro de salud hernando cevallos', 'el ministro de salud', 'el ministerio de salud', 'gerencia regional de salud lambayeque', 'centro de salud san genaro de chorrillos', 'el ministro de salud hernando cevallos', 'salud hernando cevallos', 'salud javier ramírez escobar', 'el seguro social de salud', 'organización panamericana de la salud', 'ley de promoción de la alimentación saludable', 'salud pública gustavo martín rosell de almeida']"
partido,20.15,"['partido por la fecha 11 de la', 'partido ya', 'par', 'inicia el partido ya', 'partido liberal progresista phillip davis', 'art', 'directv sports partidos', 'espn partidos', 'blanquirroja el partido', 'partido amistoso  alineación', 'espn 2 partidos', 'el partido comunista de rusia', 'partido de junior']"
sol,19.090000000000003,"['solidaridad', 'solo', 'alex gensollen', 'gensollen', 'alex gensollen videos', 'solicitud', 'solución', 'video alex gensollen', 'marisol', 'repsol', 'consola', 'soltería', 'soldado', 'alex gensollen vera tudela', 'solista', 'jóvenes soldados']"
ministro,18.769999999999996,"['exministro', 'ministro de agricultura', 'ministro de san vicente y las granadinas ralph gonsalves', 'ministro de santa lucía philip joseph pierre', 'ministro de asuntos', 'ministro de relaciones exteriores de', 'exministro idel vexler', 'ministro de relaciones exteriores de antigua y barruda chet greene', 'exministro idel vexler las', 'suministro', 'viceministro']"
→,18.740000000000002,"['marines →', 'caribe→', 'naciones →', 'caricom →', 'difíciles→', 'solucionar→', 'democracia →', 'unión europea →', 'desigualdad→', 'alguna→', 'también→', 'vacunas→', 'estados →', 'multilateral→', 'oposiciones→', 'fuerza→', 'vacuna→', 'climáticos→', 'climático→', 'reunión de la onu→', 'aquí→']"
gol,18.130000000000003,"['golazo', 'golperu', 'goleada', 'golpe de estado de 2019', 'bundesliga bayern múnich golea', 'goles', 'golpe', 'goleador', 'golpistas', 'viral ladrones reciben terrible golpiza', 'autogol', 'golazo lucas', 'golpiza', 'los goles']"
jefe,16.740000000000002,"['jefes de estado', 'exjefe', 'efe', 'fe', 'previo al encuentro el jefe de estado']"
estadio,16.61,"['estadio monumental', 'estadio banco guayaquil de quito', 'estadio monumental gol', 'estadio miguel grau', ""estadio monumental grítalo 'felucho"", 'estadio monumental el', 'esta', 'estadio león sigue']"
sábado,16.439999999999998,"['atención este sábado el 21° juzgado de investigación preparatoria', 'atención este sábado']"
ley,15.979999999999999,"['sudamericano de vóley', 'leyenda', 'silicon valley', 'shirley arica', 'campeonato sudamericano de vóley', 'no es populismo está demostrado porque ya existe la ley', 'promulgan ley', 'gabriel leyes', 'parque de las leyendas', 'la ley']"
red,15.930000000000001,"['melissa paredes', 'susel paredes', 'lilia paredes', 'reducción', 'predicción', 'in 2004 scientists discovered that', 'predicciones', 'alfredo palacios dongo', 'heredera', 'fredy gamarra', 'credencial', 'manuel heredia', 'nuevo laredo']"
abimael guzmán,15.329999999999998,"['abimael', 'guzmán', 'abimael guzmán crematorio piedrangel', 'abimael guzmán crematorio', 'abimael guzmán fiscalía', 'abimael guzmán reino', 'abimael guzmán  nos']"
forma,15.249999999999998,"['información', 'reforma', 'plataforma', 'transformación', 'for', 'desinformación', 'formato', 'multiplataforma']"
setiembre,15.22,['set']
fase 2,14.71,"['fase', 'liga 1- fase 2 jornada 11 alianza universidad 1', 'vitales  fase 2', 'fase 2 césar vallejo']"
vida,14.67,"['actividad', 'colectividad', 'longevidad', 'reproductividad', 'productividad', 'festividad virgen de la candelaria a', 'normatividad', 'patria y vida']"
américa latina,14.319999999999999,"['américa', 'américa latina y el caribe', 'latina', 'unión europea para américa latina', 'asuntos de américa latina', 'américa latina lo', 'latin']"
relación,14.31,"['creación', 'la relación de radamel falcao']"
serie,13.42,"['serie b', 'serie a', 'teleserie', 'ser', 'serie a video']"
plan,13.370000000000001,"['planta', 'plantel', 'planeta', 'plan de autosuficiencia sanitaria', 'planillones', 'plan de la cepal', 'altiplano', 'plan sanitaria', 'planchazo', 'plan marshall', 'plantón']"
cambio,13.359999999999998,"['am', 'intercambio', 'cambio lamentable']"
entrevista,12.92,"['visita', 'revista', 'christian bravo entrevista', 'vista', 'christian bravo entrevista conductor']"
joven,12.57,"['smp joven', 'españa joven', 'ves joven']"
resto,12.38,['esto']
eeuu,12.230000000000002,"['justicia de eeuu', 'bloqueo de eeuu', 'senado de eeuu', 'congreso de eeuu']"
pandemia,12.16,"['pan', 'pandemia→', 'pandemi', 'and']"
tema,12.05,"['sistema', 'guatemala']"
terrorismo,12.040000000000001,"['error', 'terror', 'rr', 'las víctimas del terrorismo', 'narcoterrorismo', 'federación nacional de víctimas del terrorismo']"
mundo,12.03,['telemundo']
monumental,12.03,"['onu', 'monumental el', 'monumental mira']"
maduro,11.93,"['nicolás maduro', 'maduro ortega', 'du']"
pueblo,11.86,['ue']
equipo,11.77,"['qu', 'exequipo', 'po']"
jornada,11.76,"['la jornada de fútbol', 'jornada 12 de la', 'jornada 4']"
vacunafest,11.76,"['vacunafest kicks off in peru', 'segundo vacunafest']"
“,11.670000000000002,"['xoana gonzales “me', 'alejandra baigorria “anímate', 'universitario de deportes “le gustaría', 'milena zárate “yo vengo a bailar', 'el poder del amor “no', 'sjl “compra']"
coronavirus,11.58,"['corona', 'oro', 'virus', 'peru coronavirus']"
intervención,11.48,"['intervencionismo', 'inter']"
grupo,11.209999999999997,"['grupo mundial i', 'grupo terna', 'grupo firme', 'grupo mundial', 'grupo mundial i ante bosnia', 'el grupo orgullo de corea del sur']"
unidad,11.180000000000001,"['comunidad', 'oportunidad', 'comunidad de estados latinoamericanos y caribeños', 'los terribles de la impunidad', 'unidad de investigaciones financieras']"
sur,10.99,"['luz del sur', 'insurrección', 'carolina del sur', 'pacífico sur', 'surinam', 'usura', 'republica de surinam', 'exitosa sur', 'surfistas guías', 'insurgencia', 'basura']"
peruano,10.970000000000002,"['estado peruano', 'peruanos', 'diario oficial el peruano', 'comité olímpico peruano', 'el tenista peruano', 'peru', 'congreso peruano', 'organismo peruano de consumidores']"
región,10.480000000000002,"['el crecimiento del pib para la región', 'solo 16 distritos de la región', 'gi']"
república,10.420000000000002,"['república federal de centroamérica', 'senado de república dominicana', 'congreso de la república', 'república dominicana', 'la república']"
chile,10.27,"['le', 'independencia de chile', 'chilenos']"
selección,10.189999999999998,"['elección', 'selección peruana  femenina', 'selección peruana femenina', 'el volante de la selección', 'selección peruana de tenis']"
edad,10.120000000000001,"['enfermedad', 'sociedad', 'sociedad de beneficencia', 'gravedad', 'propiedad']"
mujer,9.88,"['mujeres', 'mujer”']"
derecho,9.85,"['derechos', 'estado de derecho socialista', 'estado de derecho', 'el ministerio de justicia y derechos humanos', 'derechoslaborales']"
premier league,9.8,"['lea', 'premier', 'premier league dt', 'premier league de rusia']"
bus,9.659999999999998,"['abuso', 'combustible', 'gabriel bustamante', 'carlos bustos', 'busca', 'bus unidos chama']"
retorno,9.55,"['reto', 'torneo', 'torno', 'preparado para el retorno']"
lista,9.440000000000001,"['futbolista', 'ciclista', 'listado', 'ambientalista', 'voleibolista', 'listas', 'el exfutbolista brasileño', 'alista', 'especialista', 'vocalista']"
policía,9.39,"['avelino guillén policía nacional', 'policía nacional', 'cieneguilla policía nacional', 'avelino guillén policía', 'policía federal']"
humanos,9.299999999999999,"['mano', 'manos', 'el fútbol el lado humano']"
domingo,9.27,['domingo garcía belaúnde «norma']
voz,8.89,"['la voz de los que no tienen voz', 'la voz senior', 'voz senior', 'ni voz ni voto', 'voz ni']"
plaza norte,8.889999999999999,"['norte', 'vacunatorio de plaza norte', 'plaza']"
secretaria ejecutiva de la cepal alicia bárcena,8.83,"['secretario', 'secretaria', 'secretaria ejecutiva de la cepal', 'cepal', 'alicia bárcena', 'ejecutiva']"
mensaje,8.709999999999999,['homenaje']
ciudadano,8.57,"['ciudad', 'ciudadanos', 'dan']"
estados unidos,8.549999999999999,"['unidos', 'estados', 'senado de estados unidos', 'academia de la televisión de estados unidos']"
medida,8.500000000000002,"['candelaria  medida', 'comedia']"
mandatario,8.49,"['mandatario mario abdo benítez', 'ari', 'el mandatario paraguayo']"
zona,8.450000000000001,"['bagua grande amazonas', 'parque zonal mayta capac', 'parque zonal huiracocha', 'amazonas']"
empresa,8.4,"['prensa', 'empresario', 'empresariado']"
migrant,8.4,['inmigrante']
encuentro,8.31,"['copa davis el encuentro', 'vamos a tu encuentro']"
contrato,8.26,"['contra', 'trato', 'la firma del contrato de defensa']"
familia,8.120000000000001,"['familiar', 'familia demostrando', 'familias']"
detalle,8.1,"['detalles', 'eta', 'aquí los detalles', 'all']"
representante,7.909999999999999,"['representante de dos santos', 'tan']"
luciana fuster,7.790000000000001,"['uci', 'luciana', 'luciana fusterg', 'fu']"
andrés lópez obrador,7.7700000000000005,"['obra', 'lópez', 'lópez obrador', 'andrés']"
acuerdo,7.739999999999999,['el silencio de los acuerdos']
paraguay,7.71,['agua']
igualdad,7.68,"['desigualdad', 'igualdad de género']"
aldo corzo,7.640000000000001,"['corzo', 'aldo corzo foto']"
inmunización,7.54,['muni']
proyecto,7.36,"['pro', 'proyecto wagrinnova']"
septiembre,7.35,['nuestra portada de hoy 18 de septiembre']
hombre,7.27,['el hombre']
portada,7.27,"['temporada', 'nuestra portada de hoy']"
bolivia,7.24,['iv']
ministra,7.21,"['contencioso administrativo', 'ministra de relaciones exteriores de panamá erika mouynes', 'administración', 'administración de medicamentos']"
desarrollo,7.1899999999999995,"['desarrollo e inclusión social dina boluarte', 'rol', 'subdesarrollo']"
costa verde,7.15,"['costa', 'carril de la costa verde', 'barranco tramo de la costa verde', 'verdes']"
integración,7.140000000000001,['interacción']
reunión,7.13,['unión']
niño,7.1,"['viral niño', 'niños', 'octava del niño jesús']"
población,7.06,['la superpoblación de']
agente,7.05,"['gente', 'ge']"
democracia,6.989999999999999,"['cia', 'rodrigo yáñez benítez democracia']"
isla,6.96,"['legislativa', 'islas feroe', 'tomislav brkic', 'isla de margarita', 'legislatura', 'legislador']"
constitución,6.96,"['institución', 'tribunal constitucional', 'nueva constitución']"
comentario,6.95,['comentarista']
clase,6.949999999999999,"['clases', 'a clases presenciales', 'los protocolos para el retorno a clases presenciales']"
norma,6.91,"['reglamento normativo', 'normas internacionales de información financiera', 'norma yarrow', 'normativa', 'norma martínez']"
copa davis,6.88,"['copa davis 2021', 'copa davis  2nicolás álvarez', 'copa davis nicolás álvarez']"
el salvador,6.83,"['salvador', 'lv', 'salva', 'el salvador línea']"
economía,6.82,['vicepresidencia sectorial de economía']
vía,6.81,['ciclovía']
hernán barcos,6.800000000000001,"['barcos', 'hernán barcos foto', 'arco', 'hernán barcos edgar benítez oslimg mora aldair rodríguez jefferson portales']"
cuerpo,6.73,['erp']
gabinete,6.72,['gabinete binacional']
seguridad,6.66,"['consejo de seguridad', 'bioseguridad', 'la seguridad']"
la tierra,6.62,['tierra']
evento,6.58,"['benevento', 'reventonazo de la chola', 'el reventonazo']"
cevallos,6.4799999999999995,"['hernando cevallos', 'eva', 'mare cevallos', 'hernado cevallos']"
congresista,6.45,"['excongresista contreras', 'excongresista', 'ong']"
hijo,6.44,['aahh hijos']
estudio,6.430000000000001,"['instituto de estudios para el desarrollo y la paz', 'estudio arbizu &amp gamarra', 'tu']"
chofer,6.42,['of']
visión,6.410000000000001,"['televisión', 'televisión digital terrestre', 'división', 'américa televisión', 'segunda división de inglaterra video', 'segunda división', 'televisión digital terrestre 92 en best cable', 'supervisión', 'previsión']"
programa,6.41,['programación']
víctima,6.380000000000001,"['víctimas', 'conoce el testimonio de dos víctimas', 'un 81% de las víctimas', 'según la víctima']"
show,6.37,['reinas del show']
frente,6.34,"['bolognesi frente de defensa de chiquián', 'frente de defensa de los intereses']"
scooter,6.32,['coo']
mercado,6.31,"['mercado del baratillo', 'supermercado']"
precio,6.2700000000000005,"['desprecio', 'precios', 'reci']"
callao,6.21,"['morgue del callao', 'callao estas']"
real madrid,6.2,"['madrid', 'directv real madrid', 'real madrid  el galés']"
atención,6.17,"['atención primaria', 'ate']"
miraflores,6.12,"['miraflores dictan', 'mira', 'video  miraflores']"
autor,6.07,"['autora', 'autorizan transferencia financiera', 'autorización', 'auto', 'claudia maúrtua\xa0cantautora']"
fuerza,6.07,"['fuerza popular keiko fujimori', 'fuerza popular', 'fuerza olga  olga zumarán', 'fuerzas armadas']"
transmisión,6.01,"['misión', 'trans', 'transmi']"
reina,6.0,"['reinas', 'virreinato', 'ei']"
general,5.999999999999999,"['secretario general de la', 'asamblea general de naciones unidas', 'elecciones generales', 'brigadier general', 'comandante general', 'secretario general', 'asamblea general de la', 'general sherman']"
historia,5.98,"['editorial en la mira de la historia', 'historial', 'esta es la historia']"
minsa,5.95,['el minsa']
cuba,5.92,"['cuba venezuela', 'cubano', 'venezuela cuba']"
sudamérica,5.910000000000001,"['sudamericano', 'sudamericana misilera', 'sudamericano hoy', 'campeonato sudamericano de voleibol 2021 nuestras chicas', 'campeonato sudamericano de voleibol 2021', 'campeonato sudamericano de voleibol', 'copa sudamericana', 'sudamericano femenino']"
venezuela,5.88,"['dolartoday venezuela', 'venezuela carvajal', 'banco de venezuela sa']"
laliga,5.88,"['laliga santander', 'liga', 'laliga  fecha 5 atlético de madrid 0', 'laliga fantasy']"
guido bellido,5.819999999999999,"['bellido', 'gabinete ministerial guido bellido']"
final,5.77,"['final de la primera', 'finales', 'semifinal', 'finalidad']"
política,5.76,"['políticas', 'geopolítica', 'constitución política']"
opinión,5.75,"['opinión activando', 'opinión biden']"
ataque,5.640000000000001,"['ciberataqu', 'contraataque letal']"
casa,5.6000000000000005,"['una casa para azul', 'la casa de papel', 'aprendo en casa']"
universitario,5.6000000000000005,"['universitario de deportes', 'universitario vs municipal']"
boca juniors,5.57,"['junio', 'boca', 'junior']"
decisión,5.57,"['indecisión', 'la decisión de mantener el secreto']"
directo,5.5600000000000005,"['director', 'exdirector', 'en directo']"
manchester city,5.53,"['este', 'city']"
canciller,5.529999999999999,"['cancillería', 'la cancillería']"
pago,5.49,['el pago del']
marco,5.470000000000001,"['marcos lópez', 'marcos', 'marco matías']"
melissa klug,5.430000000000001,"['ssa', 'melissa klug video']"
organismo,5.42,"['organi', 'orga']"
proceso,5.4,"['eso', 'busca interrumpir proceso de reforma universitaria']"
necesidad,5.390000000000001,['la necesidad de contar']
josé távara,5.38,"['távara', 'josé távara martin']"
pareja,5.36,"['expareja', 'reja']"
amor,5.359999999999999,"['el poder del amor', 'reynosa matamoros']"
oea,5.359999999999999,"['consejo permanente de la oea', 'último consejo permanente de la oea']"
psg,5.279999999999999,['ligue 1 psg']
escuela,5.26,['escuelas']
cieneguilla,5.2299999999999995,['cieneguilla a']
educación,5.220000000000001,"['educación idel vexler', 'canción', 'educación juan cadillo', 'educación ricardo cuenca', 'coalición por la educación']"
cara,5.2,"['nicaragua', 'caracas el comandante', 'caravana', 'en nicaragua', 'carabayllo chorrillos sjl']"
bosnia y herzegovina,5.2,['bosnia']
patricio parodi,5.16,['patricio']
josé carvallo,5.13,['carvallo']
género,5.12,['lecciones sobre violencia de género']
actor,5.12,"['acto', 'factor', 'factoring']"
medio,5.11,"['medios', 'noticias mediodía']"
juego,5.1000000000000005,"['juegos olímpicos', 'videojuego', 'juegos']"
afganistán,5.04,['ani']
s/,5.02,"['s/30', 's/10', 's/025', 's/3 mllns', 's/30 mil']"
martes,5.02,"['mar', 'arte']"
titular,4.99,['tula']
distrito,4.99,['distrito de']
acción,4.97,"['infracción', 'reacción', 'contracción', 'acción popular']"
exfiscal,4.96,['fiscal']
el caribe,4.9399999999999995,['caribe']
app,4.92,"['mbappé', 'whatsapp', 'apple', 'space apps challenge', 'appstore']"
defensa,4.8500000000000005,"['la defensa de los agresores van', 'instituto nacional de defensa de la competencia']"
protección,4.83,"['proyección', 'prote', 'protección de la propiedad intelectual']"
servicio,4.8100000000000005,"['tribunal de la autoridad nacional del servicio civil', 'autoridad nacional del servicio civil', 'el tribunal del servicio civil de la']"
victoria,4.800000000000001,"['césar luna victoria', 'buena victoria']"
china,4.7700000000000005,"['la china yogurt', 'mar de la china']"
lunes,4.71,['lunes 20']
concurso,4.699999999999999,['curso']
triunfo,4.680000000000001,['ministerio público de villa maría del triunfo']
premios emmy,4.68,"['premio', 'premios emmy 2021 online en vivo', 'my']"
iván elías moreno,4.65,['iván elías moreno de villa']
latinoamérica,4.64,"['secretaría general de latinoamérica y el caribe', 'latino', 'latinoamericana']"
uruguay,4.64,"['uruguaya', 'uruguayo']"
álvaro paz de la barra,4.61,"['paz', 'álvaro paz']"
paso,4.609999999999999,['carlos bruce paso']
condición,4.59,['cond']
magaly medina,4.57,['magaly']
inversión,4.57,['versión']
argentina,4.56,"['liga profesional de argentina', 'liga argentina']"
joao villamarín,4.54,"['marín', 'llama', 'j villamarín']"
libertad,4.5,['la libertad']
vuelo,4.49,['revuelo']
bala,4.48,"['ala', 'balacera']"
bono,4.45,"['bono yanapay', 'bono techo propio cómo']"
concentración,4.43,['concent']
posibilidad,4.35,['pos']
spacex,4.35,['ex']
infraestructura,4.34,['estructura']
recurso,4.32,['recursos']
barranco,4.3,['barranco derrumbe']
comercio,4.2700000000000005,"['el comercio suscríbete', 'relaciones exteriores y comercio exterior de', 'centro comerci', 'el comercio']"
hermanos,4.24,"['hermano', 'hermanos yaipén', 'hermanos yaipén walter yaipén', 'theranos']"
dólar,4.22,['dólares']
nicola porcella,4.21,"['nicola', 'cola']"
geomalla,4.21,"['mal', 'geo', 'malla']"
puesto,4.19,"['impuesto', 'presupuesto']"
dz,4.180000000000001,"['damir dzumhur', 'dzumhur', 'edin dzeko']"
identidad,4.17,['entidad']
canal,4.15,['reportera de canal n']
campaña,4.14,['amp']
caída,4.13,['recaída']
”,4.119999999999999,"['puma” carranza', 'you” temporada 3']"
jugador,4.06,['exjugador']
gabby petito,4.05,"['gabrielle ""gabby"" petito', 'by', 'petito']"
respuesta,4.04,['respuesta marlon de jesús']
texas,4.0,['el alcalde de del río texas roberto de los santos']
vuelta,3.98,"['de vuelta al barrio', 'media vuelta']"
designación,3.9799999999999995,"['sig', 'asignación']"
julio velarde,3.9699999999999998,"['banco central de reserva julio velarde', 'julio']"
confianza,3.9699999999999998,['toda la confianza raúl ruidíaz']
cultura,3.9300000000000006,"['agricultura', 'federación regional de folclore y cultura de puno', 'ministerio de cultura']"
presidencia,3.91,"['presidencia de', 'presidencia de la nación', 'prensa presidencia']"
cargo,3.9,['descargo']
binacional,3.89,"['nacional', 'binacional video', 'multinacionalismo']"
cabecilla,3.87,['el cabecilla de sendero']
lucha,3.85,"['la lucha', 'luchador']"
sector,3.8499999999999996,['sector vivienda']
bombazo,3.81,['bomba']
ee uu,3.79,['atentado de ee uu']
octubre,3.75,['eliminatorias de octubre']
falta,3.7100000000000004,"['alt', 'cada vez falta menos']"
cine,3.7100000000000004,"['cineasta', 'precise medicine', 'la incineración', 'whatsapp  facinerosos', 'cocinero']"
rusia,3.6999999999999997,"['rusia oposición rusa', 'rusia video']"
fiscalía suprema,3.67,['fiscalía']
barcelona,3.65,"['fc barcelona', 'barcelona raheem']"
empate,3.62,['remate']
fútbol,3.62,"['fútbol femenino', 'amistoso internacional - fútbol femenino']"
servir,3.6100000000000003,['edgar alarcón servir']
vecino,3.61,"['vecinos de san martín de porres', 'matías vecino']"
sorpresa,3.59,"['sorpresas', 'sorp']"
ligue 1,3.57,['ligue 1 video']
sofía franco,3.56,['sofía franco revelan']
disposición,3.5500000000000003,"['posición', 'imposición']"
deportación,3.5300000000000002,['aportación']
plazo,3.5199999999999996,"['reemplazo', 'lazo']"
capital,3.5,['cap']
volante,3.48,['ola']
destitución,3.46,['restitución']
regreso,3.45,['el regreso de genesis']
viaje,3.4400000000000004,['viajero']
banco,3.39,"['banco central de reserva', 'bancos', 'banco guayaquil', 'banco guayaquil nicoles charcopa']"
vicente fernández,3.3899999999999997,"['vicente fernández camila', 'vice']"
mamá,3.37,['mam']
academia,3.3599999999999994,"['la academia de eeg', 'academia cantolao 0 d millán', 'academia de artes y ciencias', 'la academia igualita a']"
sport boys,3.35,"['boys', 'sport']"
favor,3.33,['favorito']
pnp,3.33,['avelino guillén pnp']
sesión,3.32,['posesión']
juan chiquito flores,3.3000000000000003,"['chiquito flores', 'quito', ""chiquito' flores""]"
ministerio público,3.3,['público']
gestión,3.2899999999999996,"['congestión', 'toda esa labor de gestión de']"
justicia,3.2800000000000002,"['corte superior de justicia', 'ministerio de justicia', 'injusticia']"
lee,3.2800000000000002,['estado   lee']
producción,3.2800000000000002,['lamulaproducciones']
ingreso,3.28,['ingr']
beso,3.2600000000000002,"[""samu' sobre el beso""]"
dolor,3.26,"['dolores huerta', 'dolores delirio']"
consejo,3.2500000000000004,"['consejo directivo', 'consejo consultivo', 'consejo regional de huánuco']"
matrimonio,3.25,"['patrimonio', 'patrimonio inmaterial de la nación']"
gasto,3.25,['gas']
subsecretario de relaciones económicas de,3.25,"['relaciones', 'subsecretario de relaciones económicas internacionales', 'subsecretario']"
mario palomino,3.22,"['sobresaliente mario palomino', 'palo', 'palomino']"
athletic,3.2199999999999998,"['athletic bilbao', 'athletic club', 'athletic club de bilbao', 'athletic club joão félix']"
alianza,3.2100000000000004,"['gl de alianza', 'alianza universidad', 'alianza para el progreso']"
emergencia,3.21,['emergencia sanitaria']
embajador,3.2,['baja']
tratado,3.1999999999999997,"['tratado de asistencia recíproca', 'tratado integral y progresista de asociación transpacífico', 'trata']"
bancada,3.17,['banca']
tucumán,3.17,"['atlético tucumán', 'tucumán video']"
escenario,3.14,['escena']
paula manzanal,3.1399999999999997,"['aula', 'paula', 'manzana']"
idea,3.1399999999999997,['ideal']
manifestación,3.12,['estación']
hija,3.1,['mi hija']
tecnología,3.08,['centro de ingeniería genética y biotecnología de']
cámara,3.08,['cámaras']
dinero,3.07,['muriel gardiner']
resistencia,3.06,"['asistencia', 'existencia', 'persistencia']"
noticia,3.0500000000000003,"['noticias tarde edición sabatina', 'rpp noticias']"
declaración,3.04,['declaraciones se']
juan pablo varillas,3.0300000000000002,"['varillas', 'pablo']"
razón,3.02,['corazón']
ganador,3.02,['ganado']
deudos,3.0100000000000002,['deudo']
cartilla,3.01,['mascarilla']
nieta,3.01,['nieta vicente fernández']
tiktok,3.01,"['popular tiktoker', 'tiktoks', 'tiktoker']"
comisión de ética,3.0,"['comisión', 'comisión de ética parlamentaria']"
valencia,2.96,"['karina valencia', 'valen', 'sandalina valencia']"
esposa,2.96,['exesposa']
departamento,2.9200000000000004,"['parlamento', 'depa', 'departamento del tesoro']"
julián palacín,2.92,"['julián palacín gutiérrez', 'palacín', 'julián palacín  efecto']"
espn,2.91,['espn 3']
chincha,2.8899999999999997,['hincha']
radio exitosa 955 fm  exitosa,2.88,"['exitosa 955 fm', 'exitosa', 'exitosa 955', 'fm']"
jesús barco,2.8400000000000003,"['jesús barco ""estoy', 'jesús']"
luis advíncula,2.83,['advíncula']
independencia,2.8099999999999996,['dependencia']
turista,2.8,['pinturita']
excontralor,2.8,['contralor']
modalidad,2.8,['moda']
liverpool,2.7899999999999996,"['video liverpool', 'premier liverpool']"
aplicación,2.77,"['implicación', 'explicación', 'complicación']"
hospital,2.76,['hospitalidad']
puno,2.75,"['uno', 'diócesis san carlos de puno']"
universidad,2.75,['diversidad']
investigación,2.74,['juzgado de investigación preparatoria']
colaboración,2.7199999999999998,"['labor', 'elaboración']"
avelino guillén,2.71,['avelino guillén aún']
pedida,2.71,['despedida']
moderna,2.7,['laboratorio moderna']
juez,2.6900000000000004,"['exjuez', 'el juez informó']"
gracias,2.69,['desgracia']
