,Name,KeywordsByWord
10,salud,"['cambio', 'factor', 'peruano', 'salud', 'beca', 'concurso', 'suiza', 'profesional', 'contexto', 'universidad de berna', 'doctorado', 'dueño', 'salud', 'cárcel', 'local', 'fármaco', 'cercado', 'año', 'lima', 'farmacia', 'pnp', 'dosis', 'eden galán rodas', 'personal', 'minsa', 'inoculación', 'cmp', 'colegio médico', 'semana', 'salud', 'obstante', 'aplicación', 'secretario', 'protocolo', 'vacunación', 'dosis', 'minsa', 'recomendación', 'viceministro rosell', 'ministro', 'personal', 'representante', 'salud', 'refuerzo', 'protocolo', 'adulto', 'trabajo', 'predicción', 'consulta', 'salud', 'miércoles', 'septiembre', 'horóscopo', 'signo', 'amor', 'zodiaco', 'director', 'dosis', 'personal', 'salud', 'investigación', 'refuerzo', 'año', 'universidad científica del sur', 'persona', 'covid-19', 'comorbilidad', 'vacunación', 'dosis', 'vez', 'recomendación', 'salud', 'refuerzo', 'acuerdo', 'gustavo rosell', 'protocolo', 'centro', 'familia', 'atención', 'violación', 'comunidad', 'desinformación', 'marleny', 'salud', 'producto', 'compadre']"
11,guido bellido,"['país', 'universidad', 'bachillerato', 'avanza', 'información', 'guido bellido', 'censura', 'guido bellido', 'íber maraví', 'conferencia', 'consejo de ministros', 'prensa', 'acuerdo', 'guido bellido', 'ernesto astonitas', 'paso', 'comisión de ética', 'proceso', 'sanción', 'guido bellido', 'suscríbete', 'gabinete', 'amenaza', 'rené zubieta pacco', 'gas de camisea', 'diferencia', 'guido bellido', 'pregunta', 'amenaza', 'medida', 'rené zubieta pacco', 'gas de camisea', 'congreso', 'día', 'guido bellido', 'titular', 'gabinete', 'tarde', 'cartera', 'pcm', 'conferencia', 'consejo de ministros', 'miércoles', 'par', 'prensa', 'acuerdo', 'guido bellido', 'renegociación', 'pcm', 'gas de camisea', 'presidente', 'ministro', 'pueblo', 'retiro', 'castillo', 'puno', 'empresa', 'guido bellido', 'jorge coayla de perú libre no', 'parlamentario', 'bancada', 'tema', 'gas de camisea', 'congreso', 'ministro', 'citación', 'guido bellido', 'publicación', 'magistrado', 'gabinete', 'gas de camisea', 'congreso', 'agenda', 'pleno', 'jefe', 'reglamento', 'pedido', 'tc', 'citación', 'guido bellido', 'gabinete', 'cargo', 'censura', 'favor', 'ministro', 'parlamentaria', 'patricia chirinos', 'avanza país', 'iber maraví', 'pedro castillo', 'guido bellido', 'juan cadillo', 'retorno', 'congreso', 'mañana', 'pleno', 'ministro', 'aula', 'moción', 'acción popular', 'educación', 'guido bellido', 'cusco', 'renegociación de camisea', 'gobernador', 'planta', 'presidente', 'kepashiato', 'parte', 'castillo', 'válvula', 'guido bellido']"
12,lima,"['lima', 'racha', 'dólar', 'estudio', 'miguel magdalena del mar pueblo libre surquillo jesús maría chorrillos', 'los olivos', 'año', 'cercado', 'distrito', 'zona', 'lima', 'rentabilidad', 'lince san', 'dueño', 'salud', 'cárcel', 'local', 'fármaco', 'cercado', 'año', 'lima', 'farmacia', 'pnp', 'cero', 'covid-19 minsa', 'muñoz', 'sigamos', 'alcalde', 'guardia', 'día', 'población', 'reporte', 'responsabilidad', 'ola', 'lima', 'fuerza', 'lima', 'covid sigue', 'senamhi', 'región', 'este', 'clima', 'miércoles', 'pronóstico', 'perú', 'septiembre', 'lima', 'liderazgo', 'detalle', 'presidente', 'cifra', 'gobierno', 'ipsos', 'vladimir cerrón', 'encuesta', 'nota', 'lima', 'pedro castillo', 'pandemia', 'persona', 'lima', 'mes', 'covid-19', 'pandemia', 'vez', 'vivo', 'lima', 'covid-19']"
13,congreso,"['vacunación', 'situación', 'congreso', 'ministro de salud hernando cevallos', 'agosto', 'escenario', 'muerto', 'noticia', 'congreso', 'día', 'moción', 'premier bellido', 'red', 'video', 'twitter ministerio de trabajo', 'congreso', 'hora', 'cuenta', 'interpelación', 'iber maraví', 'pregunta', 'amenaza', 'medida', 'rené zubieta pacco', 'gas de camisea', 'congreso', 'día', 'guido bellido', 'bancada de perú libre', 'docilidad', 'venezuela', 'congreso', 'presidente', 'decisión', 'salida', 'vicecanciller', 'óscar maúrtua', 'renuncia', 'relación', 'agrupación', 'pedro castillo', 'jorge coayla de perú libre no', 'parlamentario', 'bancada', 'tema', 'gas de camisea', 'congreso', 'ministro', 'citación', 'guido bellido', 'publicación', 'magistrado', 'gabinete', 'gas de camisea', 'congreso', 'agenda', 'pleno', 'jefe', 'reglamento', 'pedido', 'tc', 'citación', 'guido bellido', 'ministro de trabajo y promoción del empleo', 'jueves', 'parlamento', 'congreso', 'terrorismo', 'cuenta', 'vínculo', 'interpelación', 'iber maraví', 'juan cadillo', 'retorno', 'congreso', 'mañana', 'pleno', 'ministro', 'aula', 'moción', 'acción popular', 'educación', 'guido bellido']"
14,septiembre,"['factor', 'base', 'región', 'producto', 'septiembre', 'alimento', 'precio', 'análisis', 'corte', 'septiembre', 'distrito', 'servicio', 'luz', 'horario', 'suspensión', 'cambio', 'divisa', 'tipo', 'decisión', 'ejecutivo', 'miércoles', 'septiembre', 'mercados', 'perú', 's/', 'jornada', 'reducción', 'dólar', 'senamhi', 'región', 'este', 'clima', 'miércoles', 'pronóstico', 'perú', 'septiembre', 'lima', 'informe matinal vuelve', 'noticia', 'escúchanos', 'tema', 'alejandro toledo', 'ee uu conoce', 'septiembre', 'resumen', 'perú', 'extradición', 'locución', 'trabajo', 'predicción', 'consulta', 'salud', 'miércoles', 'septiembre', 'horóscopo', 'signo', 'amor', 'zodiaco', 'plantón', 'grupo', 'agresión', 'fujimorista', 'septiembre', 'contra', 'poder judicial', 'comisaría', 'ataque', 'resistencia']"
15,vladimir cerrón,"['organización', 'fiscal', 'vladimir cerrón', '«', 'organización', 'acusación', 'gobierno', 'vladimir cerrón', 'plan', 'centro', 'nivel', 'perú libre', 'la línea jerárquica revela', 'tesis', 'organización', 'vladimir cerrón', 'arturo cárdenas', 'secretario', 'dinámicos', 'liderazgo', 'detalle', 'presidente', 'cifra', 'gobierno', 'ipsos', 'vladimir cerrón', 'encuesta', 'nota', 'lima', 'pedro castillo', 'los dinámicos del centro', 'fiscalía', 'karem barboza quiroz', 'detalle', 'cabecilla', 'nota', 'vladimir cerrón']"
16,entrevista,"['stephanie medina gino tassara', 'pregunta', 'pm', 'expresidente', 'extradición', 'proceso', 'hoy', 'owan lay', 'alejandro toledo conéctate', 'entrevista', 'instagram', 'alejandro toledo', 'procuradora', 'investigación', 'raúl tola', 'periodista', 'ángel páez', 'extradición', 'silvana carrión', 'entrevista', '3pm', 'entrevista', 'irtp', 'ministerio', 'eduardo guzmán', 'ariana lira delcore   suscríbete', 'hombre', 'prensa', 'expresidente', 'irtp', 'gobierno', 'eduardo guzmán', 'adversario', 'entrevista', 'ariana lira delcore', 'juez', 'decisión', 'perú', 'luz', 'exmandatario', 'extradición', 'agencia efe', 'entrevista']"
17,pedro castillo,"['pedro castillo', 'mario vargas llosa', 'minería', 'país', 'liderazgo', 'detalle', 'presidente', 'cifra', 'gobierno', 'ipsos', 'vladimir cerrón', 'encuesta', 'nota', 'lima', 'pedro castillo', 'gabinete', 'excandidata', 'reunión', 'nacionalización', 'reforma', 'verónika mendoza', 'pedro castillo', 'gas', 'bancada de perú libre', 'docilidad', 'venezuela', 'congreso', 'presidente', 'decisión', 'salida', 'vicecanciller', 'óscar maúrtua', 'renuncia', 'relación', 'agrupación', 'pedro castillo', 'gabinete', 'cargo', 'censura', 'favor', 'ministro', 'parlamentaria', 'patricia chirinos', 'avanza país', 'iber maraví', 'pedro castillo', 'guido bellido', 'jueves', 'mandatario', 'pandemia', 'presidente', 'consejo permanente de la oea', 'estado del continente', 'noche', 'jefe', 'pedro castillo', 'harold forsyth', 'sesión']"
18,nota,"['prensa', 'guillermo bermejo', 'mensaje', 'nota', 'nota', 'video', 'bancada', 'jueves', 'mañana', 'congreso sesión', 'nota', 'tiempo', 'iber maraví', 'congresista', 'guilermo bermejo', 'detalle', 'ipys', 'nota', 'sebastian ortiz martínez', 'prensa', 'actitud', 'liderazgo', 'detalle', 'presidente', 'cifra', 'gobierno', 'ipsos', 'vladimir cerrón', 'encuesta', 'nota', 'lima', 'pedro castillo', 'alejandro toledo', 'detalle', 'juez', 'fallo', 'thomas s hixson', 'nota', 'perú', 'extradición', 'alicia rojas sánchez', 'los dinámicos del centro', 'fiscalía', 'karem barboza quiroz', 'detalle', 'cabecilla', 'nota', 'vladimir cerrón']"
19,miércoles,"['cambio', 'divisa', 'tipo', 'decisión', 'ejecutivo', 'miércoles', 'septiembre', 'mercados', 'perú', 's/', 'jornada', 'reducción', 'dólar', 'senamhi', 'región', 'este', 'clima', 'miércoles', 'pronóstico', 'perú', 'septiembre', 'lima', 'naranjal del metropolitano', 'lima norte', 'estación', 'coronavirus', 'mayores', 'miércoles', 'terminal', 'año', 'covid-19', 'trabajo', 'predicción', 'consulta', 'salud', 'miércoles', 'septiembre', 'horóscopo', 'signo', 'amor', 'zodiaco', 'titular', 'gabinete', 'tarde', 'cartera', 'pcm', 'conferencia', 'consejo de ministros', 'miércoles', 'par', 'prensa', 'acuerdo', 'guido bellido', 'magistrado', 'tvperú', 'detalle', 'inés tello', 'ratificación', 'presidenta', 'miércoles', 'proceso', 'noche', 'no te pierdas', 'evaluación', 'jefe del gabinete', 'reunión', 'gas de camisea', 'miércoles', 'empresa', 'régimen', 'audiencia', 'tribunal constitucional', 'ley', 'miércoles', 'demanda', 'octubre', 'cas', 'alternativa', 'propuesta', 'diccionario', 'pm', 'cuál', 'país', 'miércoles']"
20,proceso,"['stephanie medina gino tassara', 'pregunta', 'pm', 'expresidente', 'extradición', 'proceso', 'hoy', 'owan lay', 'alejandro toledo conéctate', 'entrevista', 'instagram', 'proceso', 'reinscripción', 'apra', 'partido', 'propósito', 'día', 'proceso', 'lugar', 'pedido', 'reglamento', 'ley', 'renegociación', 'proceso', 'camisea', 'vivo', 'ernesto astonitas', 'paso', 'comisión de ética', 'proceso', 'sanción', 'guido bellido', 'suscríbete', 'magistrado', 'tvperú', 'detalle', 'inés tello', 'ratificación', 'presidenta', 'miércoles', 'proceso', 'noche', 'no te pierdas', 'evaluación', 'activo', 'caso', 'delito', 'control', 'proceso', 'cócteles audiencia', 'requerimiento', 'keiko fujimori', 'extractivismo', 'libro', 'ensayo', 'presentación', ""pluriverso' un diccionario del posdesarrollo"", '‼ únete', 'proceso']"
21,edición matinal,"['edición matinal', 'enterándote', 'edición matinal', 'edición matinal']"
22,cambio,"['cambio', 'muerte', 'cambio', 'factor', 'peruano', 'salud', 'beca', 'concurso', 'suiza', 'profesional', 'contexto', 'universidad de berna', 'doctorado', 'pájaro carpintero real', 'cambio', 'factor', 'especie', 'autoridad', 'gobierno', 'climático', 'desaparición', 'en estados unidos', 'cambio', 'expectativa', 'activo', 'noviembre', 'tipo', 'reserva federal', 'compra', 'perú', 's/', 'aumento', 'reducción', 'dólar', 'cambio', 'promesa', 'lucha', 'president', '2050', 'greta thunberg', 'emisión', 'líder', 'economía verde bla bla bla', 'activista', 'cambio', 'divisa', 'tipo', 'decisión', 'ejecutivo', 'miércoles', 'septiembre', 'mercados', 'perú', 's/', 'jornada', 'reducción', 'dólar', 'cambio', 'política', 'promesa', 'influjo', 'los estados', 'maela', '1980', 'crecimiento', 'miriency gonzález']"
23,gabinete,"['gabinete', 'amenaza', 'rené zubieta pacco', 'gas de camisea', 'diferencia', 'guido bellido', 'titular', 'gabinete', 'tarde', 'cartera', 'pcm', 'conferencia', 'consejo de ministros', 'miércoles', 'par', 'prensa', 'acuerdo', 'guido bellido', 'gabinete', 'excandidata', 'reunión', 'nacionalización', 'reforma', 'verónika mendoza', 'pedro castillo', 'gas', 'publicación', 'magistrado', 'gabinete', 'gas de camisea', 'congreso', 'agenda', 'pleno', 'jefe', 'reglamento', 'pedido', 'tc', 'citación', 'guido bellido', 'gabinete', 'cargo', 'censura', 'favor', 'ministro', 'parlamentaria', 'patricia chirinos', 'avanza país', 'iber maraví', 'pedro castillo', 'guido bellido']"
